Latitude,Longitude
-7.8037934078439735,112.51547500491147
-7.80380021735118,112.51547534018759
-7.803808189457008,112.51546779647471
-7.803816161562698,112.51546025276186
-7.8038302788328195,112.5154294073582
-7.803844396102471,112.51539856195453
-7.803831792248736,112.51535433355396
-7.803819188394632,112.5153101051534
-7.803799903826246,112.51531342986647
-7.803780619256995,112.51531675457956
-7.803764342872989,112.51531105488539
-7.803748066488359,112.51530535519123
-7.803732786616498,112.51529596745968
-7.803717506744077,112.51528657972814
-7.803735699189856,112.51527321238234
-7.80375389163482,112.51525984503657
-7.803785600494261,112.51525700012431
-7.803817309351297,112.51525415521203
-7.8038494543058015,112.51523013433489
-7.803881599257824,112.5152061134577
-7.803890567875136,112.51521483063699
-7.80389953649227,112.51522354781629
-7.803903522544256,112.51523829996587
-7.803907508596203,112.51525305211545
-7.8039201310938155,112.5152473524213
-7.803932753591058,112.51524165272714
-7.803951355165211,112.51524701714516
-7.8039699567385625,112.5152523815632
-7.803978925353966,112.51526143401864
-7.803987893969191,112.51527048647405
-7.8039845722598775,112.51527417451145
-7.803981250550538,112.51527786254883
-7.804002177318985,112.51528590917589
-7.80402310408639,112.51529395580293
-7.804028917077152,112.51529177650809
-7.8040347300678246,112.51528959721327
-7.8040427021691885,112.51529077067973
-7.804050674270412,112.51529194414617
-7.804052999466564,112.51528892666103
-7.804055324662716,112.5152859091759
-7.804053165552013,112.51528205350043
-7.804051006441296,112.51527819782497
-7.804055490748151,112.51527803018689
-7.80405997505497,112.51527786254883
-7.804071102779091,112.51529010012744
-7.8040822305029085,112.51530233770609
-7.804090534774228,112.5153142400086
-7.804098839045369,112.51532614231111
-7.804107223207807,112.51534349086671
-7.80411560737008,112.51536083942229
-7.80412500257981,112.51537103369128
-7.804134397789324,112.51538122796028
-7.804180395211933,112.5154136995624
-7.804226392629492,112.51544617116451
-7.804266253116553,112.51546092331412
-7.80430611359981,112.5154756754637
-7.804326043840007,112.51548338681462
-7.804345974079263,112.51549109816551
-7.804373212071358,112.51552730798723
-7.804400450061685,112.51556351780893
-7.804423702003257,112.51556150615217
-7.804446953943533,112.5155594944954
-7.804456254719273,112.51556485891344
-7.804465555494811,112.51557022333147
-7.804478177975553,112.515579611063
-7.804490800455926,112.51558899879456
-7.804529996576779,112.5156091153622
-7.804569192693955,112.51562923192981
-7.804579157807902,112.515619173646
-7.80458912292162,112.5156091153622
-7.804640797892025,112.51560470078383
-7.80469247285603,112.51560028620543
-7.8047272350830275,112.51563158024042
-7.804761997307124,112.51566287427545
-7.80485891813527,112.51573858931366
-7.804955838940963,112.51581430435182
-7.80503290241136,112.51579016447069
-7.805109965867534,112.51576602458954
-7.805208288187585,112.51582503318788
-7.8053066104844815,112.51588404178621
-7.805386331248788,112.51589208841325
-7.805466051997879,112.5159001350403
-7.805534478962042,112.5159551203251
-7.8056029059150225,112.51601010560991
-7.805594430519429,112.51598774444525
-7.805585955123671,112.51596538328063
-7.80558360632947,112.51594499474268
-7.8055812575352554,112.5159246062047
-7.805554011521369,112.51589473462582
-7.805526765505727,112.51586486304694
-7.805523477193369,112.51584589696513
-7.805520188880998,112.51582693088329
-7.8053987842250105,112.51575423294445
-7.80527737953377,112.51568153500558
-7.805257449338927,112.51564532518388
-7.805237519143131,112.5156091153622
-7.805236854803257,112.51557894051075
-7.8052361904633845,112.51554876565935
-7.805183239635543,112.51548633365185
-7.805130288801009,112.51542390164437
-7.805113483933722,112.51542598394904
-7.805096679065773,112.51542806625368
-7.805087378304268,112.51538649201396
-7.80507807754256,112.51534491777421
-7.8050143008853095,112.51531407237056
-7.804950524218326,112.51528322696687
-7.804740699881122,112.51509183237638
-7.804530875438602,112.51490043778588
-7.8045120850371825,112.51482267685037
-7.804493294634898,112.51474491591486
-7.804425649179735,112.51470508714301
-7.804358003713619,112.51466525837118
-7.804324180976421,112.51466525837118
-7.804290358236499,112.51466525837118
-7.8042790839892735,112.51460456690934
-7.804267809741742,112.51454387544747
-7.804252777411205,112.5144774941611
-7.804237745080132,112.51441111287468
-7.804232107955826,112.51435611123736
-7.804226470831444,112.51430110960004
-7.8041700995835726,112.51429921299186
-7.804113728328081,112.5142973163837
-7.803878414430692,112.51393464699954
-7.803643100400838,112.51357197761537
-7.803627156182704,112.51347541809083
-7.803611211963972,112.5133788585663
-7.803528833490783,112.51336812973024
-7.80344645500136,112.51335740089418
-7.803331000166014,112.5132963083477
-7.803215545298773,112.51323521580122
-7.80276081591639,112.51331866656126
-7.802306086039469,112.5134021173213
-7.802080599966672,112.51362212387053
-7.801855113772288,112.51384213041979
-7.801915243436005,112.51415317416178
-7.801975373091083,112.51446421790378
-7.801212152189688,112.51452771747242
-7.800448929895428,112.51459121704103
-7.800337319503188,112.5147843360901
-7.800225709081153,112.5149774551392
-7.800395782093315,112.51506328582768
-7.800565855036307,112.51514911651613
-7.800544595922222,112.51547500491145
-7.800523336807057,112.51580089330675
-7.80055786282338,112.51579636846932
-7.800592388836866,112.5157918436319
-7.800738015791024,112.515792791936
-7.800883642694485,112.51579374024007
-7.800941893441656,112.51582787918738
-7.801000144180723,112.51586201813467
-7.801088599151886,112.51612918092135
-7.801177054104335,112.51639634370805
-7.8056029059150225,112.51601010560991
-7.805949026544347,112.51619115471841
-7.8062951468870265,112.51637220382695
-7.806746896615151,112.5165116786957
-7.807198645854947,112.51665115356445
-7.8075547302056565,112.51675844192506
-7.807910814252916,112.51686573028566
-7.8081924184661124,112.51704570485195
-7.808474022489506,112.51722567941825
-7.808628056032155,112.51740780306898
-7.808782089518025,112.51758992671968
-7.8011767754044525,112.51639591333814
-7.801327056997528,112.51684590144728
-7.8014773385366105,112.51729588955642
-7.801567575904269,112.51769795267349
-7.801657813252461,112.51810001579058
